ID;Наименование;Родитель;Категория;"Группа дочернего товара";Цена;"Акционная цена";Валюта;Артикул;"Единица измерения";"В упаковке";"На складе";"Акционный товар";"Рекомендованный товар";"Горячее предложение";Новинка;"Краткое описание";Описание;Производитель;Страна;"В комплекте";"Сопутствующие товары";Тэги;Фотографии;Цвет;Материал;Размер;Механизм
1665;Tacchini;;"Парфюмерия;Парфюмерия:Женская";;2348;0;Рубли;jp1;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Туалетная вода звучит нотами тропического фрукта маракуйи, задиристого апельсина, сочного манго, душистой гуавы, прохладного лимона и пьянящего коньяка. Композиция аромата поможет всегда оставаться на высоте, даже если вы внезапно оказались между простынями в какой-нибудь приятной компании. Фужерный фруктовый аромат готов подарить свою бодрость прелестным дамам.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";Guess;;;"jp5;mp2;mp4;mp5";;1434631320.6604.jpg;;;;
1666;D&G;;"Парфюмерия;Парфюмерия:Женская";;1237;0;Рубли;jp2;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Туалетная вода звучит нотами тропического фрукта маракуйи, задиристого апельсина, сочного манго, душистой гуавы, прохладного лимона и пьянящего коньяка. Композиция аромата поможет всегда оставаться на высоте, даже если вы внезапно оказались между простынями в какой-нибудь приятной компании. Фужерный фруктовый аромат готов подарить свою бодрость прелестным дамам.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";"Tom Tailor ";;;"jp3;jp5;mp2;mp5";;1434631320.6743.jpg;;;;
1667;"Demeter Fragrance";;"Парфюмерия;Парфюмерия:Женская";;2348;0;Рубли;jp3;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Туалетная вода звучит нотами тропического фрукта маракуйи, задиристого апельсина, сочного манго, душистой гуавы, прохладного лимона и пьянящего коньяка. Композиция аромата поможет всегда оставаться на высоте, даже если вы внезапно оказались между простынями в какой-нибудь приятной компании. Фужерный фруктовый аромат готов подарить свою бодрость прелестным дамам.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";"Calvin Klein";;;"mp2;mp3;mp4;mp5";;1434631320.6786.jpg;;;;
1668;Hermes;;"Парфюмерия;Парфюмерия:Женская";;1681;0;Рубли;jp4;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Туалетная вода звучит нотами тропического фрукта маракуйи, задиристого апельсина, сочного манго, душистой гуавы, прохладного лимона и пьянящего коньяка. Композиция аромата поможет всегда оставаться на высоте, даже если вы внезапно оказались между простынями в какой-нибудь приятной компании. Фужерный фруктовый аромат готов подарить свою бодрость прелестным дамам.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";"Макасины Мука";;;"jp1;jp2;mp1;mp3";;1434631320.6854.jpg;;;;
1669;"Lady Gaga";;"Парфюмерия;Парфюмерия:Женская";;1680;0;Рубли;jp5;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Туалетная вода звучит нотами тропического фрукта маракуйи, задиристого апельсина, сочного манго, душистой гуавы, прохладного лимона и пьянящего коньяка. Композиция аромата поможет всегда оставаться на высоте, даже если вы внезапно оказались между простынями в какой-нибудь приятной компании. Фужерный фруктовый аромат готов подарить свою бодрость прелестным дамам.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";"Золотой сапожок";Россия;;"jp1;jp3;mp2;mp5";;1434631320.6923.jpg;;;;
1670;"Demeter Fragrance";;"Парфюмерия;Парфюмерия:Мужская";;3791;0;Рубли;mp1;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Cвежий и яркий аромат для уверенного в себе мужчины, идущего в ногу со временем, но не чуждого романтики и чувственности. Верхние ноты: имбирь, перец, судачи, аккорд из капель дождя. Ноты сердца: черный базилик, кедр, шалфей. Базовые ноты: кремовая замша, пачули, бразильское красное дерево, твердая амбра.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";Nintendo;Россия;;"jp1;jp3;mp2;mp5";;1434631320.7002.jpg;;;;
1671;Lacoste;;"Парфюмерия;Парфюмерия:Мужская";;2347;0;Рубли;mp2;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Cвежий и яркий аромат для уверенного в себе мужчины, идущего в ногу со временем, но не чуждого романтики и чувственности. Верхние ноты: имбирь, перец, судачи, аккорд из капель дождя. Ноты сердца: черный базилик, кедр, шалфей. Базовые ноты: кремовая замша, пачули, бразильское красное дерево, твердая амбра.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";Керамо;;;"jp1;jp3;mp4;mp5";;1434631320.7035.jpg;;;;
1672;Versace;;"Парфюмерия;Парфюмерия:Мужская";;1236;0;Рубли;mp3;штука;1.0000;24;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Cвежий и яркий аромат для уверенного в себе мужчины, идущего в ногу со временем, но не чуждого романтики и чувственности. Верхние ноты: имбирь, перец, судачи, аккорд из капель дождя. Ноты сердца: черный базилик, кедр, шалфей. Базовые ноты: кремовая замша, пачули, бразильское красное дерево, твердая амбра.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";PARADYZ;;;"jp3;jp5;mp4;mp5";;1434631320.7066.jpg;;;;
1673;Davidoff;;"Парфюмерия;Парфюмерия:Мужская";;2347;0;Рубли;mp4;штука;1.0000;22;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Cвежий и яркий аромат для уверенного в себе мужчины, идущего в ногу со временем, но не чуждого романтики и чувственности. Верхние ноты: имбирь, перец, судачи, аккорд из капель дождя. Ноты сердца: черный базилик, кедр, шалфей. Базовые ноты: кремовая замша, пачули, бразильское красное дерево, твердая амбра.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";Decoprint;;;"jp1;jp2;jp3;mp1";;1434631320.7109.jpg;;;;
1674;"Calvin Klein";;"Парфюмерия;Парфюмерия:Мужская";;1680;0;Рубли;mp5;штука;1.0000;23;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Cвежий и яркий аромат для уверенного в себе мужчины, идущего в ногу со временем, но не чуждого романтики и чувственности. Верхние ноты: имбирь, перец, судачи, аккорд из капель дождя. Ноты сердца: черный базилик, кедр, шалфей. Базовые ноты: кремовая замша, пачули, бразильское красное дерево, твердая амбра.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";Nokia;;;"jp3;jp5;mp2;mp4";;1434631320.715.jpg;;;;
1675;Moschino;;Часы;;3791;0;Рубли;ch1;штука;1.0000;22;0;0;0;0;;"<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;"">Элегантные женские наручные часы от премиум-бренда. Корпус выполнен из стали, регулируемый ремешок - из натуральной кожи. Особенности: кварцевый механизм; часовая, минутная и секундная стрелки; инкрустация стразами; минеральное стекло устойчиво к царапинам; застежка на пряжке; водозащита - 3 ATM.</span></p>
<p><span style=""font-family: Arial, sans-serif; font-size: 13px; line-height: 17.5499992370605px;""><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Остались вопросы? Наша компания ответит на любые вопросы по Ксенмарту.</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Телефон: +7 (495) 268-07-35</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мобильный: 8 (909) 150-34-44</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">E-mail:&nbsp;</span><a href=""mailto:me@ldm-co.ru"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">me@ldm-co.ru</a><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Скайп:&nbsp;dimitriy-ldm</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Мы на просторах интернета:&nbsp;</span><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><br style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"" /><a href=""https://vk.com/ksenmart"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/vkontakte_t.png"" alt="""" width=""38"" height=""38"" /></a><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""></span><a href=""http://zelslon.com/"" target=""_blank"" style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;""><img src=""images/web-big.png"" alt="""" width=""38"" height=""39"" /></a></span></p>";Italon;Россия;;"ch2;ch3;ch4;ch5";;1434631320.7187.jpg;;;;"Автоматическое;Ручное"
